date,mktcap_usd,fcfev,ebitmargin,ebitdatoast,momentum
2016-01-04,0.0020346757972811,0.0014333467347153,0.0032820894885791,0.0012699926001707,0.0
2016-01-05,0.0083947134386607,0.0187509312345236,0.0120772162864176,0.0086757997143285,0.0
2016-01-06,0.0038701793882251,0.0149820271876864,0.0049681226210992,0.0072951860406834,0.0
2016-01-07,0.0018751534414913,-0.0039348069391881,-0.0050108965318491,-0.0024365535350536,0.0
2016-01-08,0.007822134960063,0.0147666816243553,0.013187069266062,0.0079866859875916,0.0
2016-01-11,0.0026887699092415,0.0114188783672157,0.0100411279409242,0.0065692724922158,0.0
2016-01-12,0.0052503272634357,0.0145262550161924,-0.0002524736715948,0.0024047317187397,0.0
2016-01-13,0.0010757282105757,-0.0130708132111986,-0.0023488068971839,-0.0053201324151116,0.0
2016-01-14,0.0019381594867493,0.0159992258986028,0.0035344727725894,0.0043467890617228,0.0
2016-01-15,0.0094917164699451,0.0197854999030076,0.0178622483518379,0.0105922755551292,0.0
2016-01-19,-0.0032637863428261,0.0039349199160284,-0.0044905433242328,0.0031883239566685,0.0
2016-01-20,-0.0051576665380135,-0.0137925667301505,-0.0164304498865184,-0.0049941188675808,0.0
2016-01-21,-0.0046165637431566,-0.0212925711183293,-0.0027218668351658,-0.0029645867914014,0.0
2016-01-22,0.0080785313451949,0.0189289823550713,0.0082883297301357,0.0065355550835601,0.0
2016-01-25,-0.006267456106068,-0.0204347615632661,-0.0080604422857516,-0.004690726626208,0.0
2016-01-26,-0.0003345129799226,0.0004127701201417,-0.0050579464151198,-0.0040762058737631,0.0
2016-01-27,0.0042382839880499,-0.005551309466334,-0.0034304070516113,0.0022363223932978,0.0
2016-01-28,-0.0062901081592182,-0.0179598239889768,-0.0011254388618757,-0.0004488924778725,0.0
2016-01-29,-0.0009385678137326,0.0065670273266316,0.0057079140468649,0.0048822939645096,0.0
2016-02-01,0.0067226727924778,0.0204792079936251,0.0045929646313766,0.0090994052784435,0.0
2016-02-02,-0.0051929986527347,-0.0120247749433158,-0.0133012912979448,-0.0082870301159633,0.0
2016-02-03,-0.005394296725025,-0.0048444066017884,0.002959463326168,-0.001546631448012,0.0
2016-02-04,0.0072913321883571,0.0195857155104782,0.0120566472192851,0.0067898504381726,0.0
2016-02-05,0.0111839070927533,-0.0095519222543953,-6.664909177199192e-05,0.0084789461176214,0.0
2016-02-08,0.0009850735415935,0.0055293733298277,0.0106661370554683,0.0047604982070785,0.0
2016-02-09,-0.0018524466769326,0.0061723653236404,0.0037128456181053,0.0021740602212207,0.0
2016-02-10,0.0021969784990427,0.0034452756418923,-0.0024741794542016,0.0052262545042319,0.0
2016-02-11,-0.0056458765745255,-0.0006562694690137,0.0020107011762903,-0.004163848934385,0.0
2016-02-12,-0.0063505830066318,0.0041267271480079,0.0143811791738754,0.0006127830051686,0.0
2016-02-16,-0.0065410395841107,0.000253866264215,-0.0008478819349239,-0.0049671208108202,0.0
2016-02-17,0.0011603914512403,-0.003302587146195,0.0027696445003441,0.0029085871675692,0.0
2016-02-18,0.0025505404570164,0.0006146374140479,0.0010482288216645,0.000560695468854,0.0
2016-02-19,-0.0057632605459701,0.008525311134019,0.0055928474954716,-0.003532833463279,0.0
2016-02-22,0.0025832780511875,0.0070509451661275,0.0007349667071729,0.0052893306406116,0.0
2016-02-23,-0.0037952709438811,-0.0014794906018447,0.0042267257351647,0.0005809068942812,0.0
2016-02-24,-0.0007930611924589,0.0043895173796572,0.0076372994874286,0.001650485065702,0.0
2016-02-25,-0.0053438007352795,-0.0042497964253255,-0.0056032658490691,-0.0070570876002917,0.0
2016-02-26,-0.0013391203762344,-0.0045581579206712,-0.0042793144694125,-4.88122616421562e-05,0.0
2016-02-29,-0.000674323681726,0.0091165747317235,0.0065938752036743,-0.0012699825025716,0.0
2016-03-01,-0.004955243490914,-0.0056820807377504,-0.0072866178441318,-0.0096256669132737,0.0
2016-03-02,-0.0075511258535373,-0.003794666245876,-0.0088567581972403,-0.008143350256343,0.0
2016-03-03,-0.0031098272898251,0.0061859402817845,-0.0075402890958424,-0.0049266137859104,0.0
2016-03-04,-0.0051918015369863,0.001955193749704,-0.0074852290141151,-0.006352656807034,0.0
2016-03-07,0.0104436140059163,0.0161907499838542,0.0064331739185667,0.0116630779328472,0.0
2016-03-08,-0.0021901175536868,-0.0008501490590966,-0.0046751387323637,-0.0043862012515866,0.0
2016-03-09,-0.0009146723859445,-0.0004684714129665,0.0038343229147644,0.0017649927186751,0.0
2016-03-10,-0.0065511033487333,0.0064512197863083,0.0034331536857869,-0.0058231362073889,0.0
2016-03-11,0.0004187150976472,-0.0003708162093771,-0.0017607701813411,0.0015294896300621,0.0
2016-03-14,0.0056795780676203,0.0063798031920482,-0.0009674413608314,0.0026705316811753,0.0
2016-03-15,-0.006485959960019,-0.0137974882788207,-0.0114153225961183,-0.0055244491196094,0.0
2016-03-16,-0.0019498397310404,-0.0076685834324467,-0.0023816877472176,-0.002761525878178,0.0
2016-03-17,-0.0011716821407076,0.0002973487190887,0.0032849659393744,0.0001482848383352,0.0
2016-03-18,0.0009473364955383,0.003336348596811,0.0018928216011062,0.0012763280218682,0.0
2016-03-21,-0.0007211540118869,0.001861890387468,0.0001932698345339,-0.0005568076650262,0.0
2016-03-22,0.0085439975740078,0.0229490759080939,0.0174022006774487,0.0105120869738568,0.0
2016-03-23,-0.00019009911308,-0.0051041600578794,-0.0060229596956409,-0.0030351266632489,0.0
2016-03-24,0.0009405416795914,0.0018138423101724,0.005786843036484,0.0042500507967519,0.0
2016-03-28,-0.0013806542932653,-0.0089623451437388,0.0015978420382724,0.0020827765015762,0.0
2016-03-29,0.0009837673399506,0.0008548554120045,0.0008900806263042,-0.0001210754763584,0.0
